id,name,Eq,position,V_rate,P_rate,volt_n,node,P,Q,Ue,Ang,off,P_meas,Q_meas,Ue_meas,Ang_meas,P_max,P_min,Q_max,Q_min,pf,nd,bs,island,type,volt,base_value,Interval 1,Interval 10,Interval 11,Interval 12,Interval 13,Interval 14,Interval 15,Interval 16,Interval 17,Interval 18,Interval 19,Interval 2,Interval 20,Interval 21,Interval 22,Interval 23,Interval 24,Interval 25,Interval 26,Interval 27,Interval 28,Interval 29,Interval 3,Interval 30,Interval 31,Interval 32,Interval 33,Interval 34,Interval 35,Interval 36,Interval 37,Interval 38,Interval 39,Interval 4,Interval 40,Interval 41,Interval 42,Interval 43,Interval 44,Interval 45,Interval 46,Interval 47,Interval 48,Interval 49,Interval 5,Interval 50,Interval 51,Interval 52,Interval 53,Interval 54,Interval 55,Interval 56,Interval 57,Interval 58,Interval 59,Interval 6,Interval 60,Interval 61,Interval 62,Interval 63,Interval 64,Interval 65,Interval 66,Interval 67,Interval 68,Interval 69,Interval 7,Interval 70,Interval 71,Interval 72,Interval 73,Interval 74,Interval 75,Interval 76,Interval 77,Interval 78,Interval 79,Interval 8,Interval 80,Interval 81,Interval 82,Interval 83,Interval 84,Interval 85,Interval 86,Interval 87,Interval 88,Interval 89,Interval 9,Interval 90,Interval 91,Interval 92,Interval 93,Interval 94,Interval 95,Interval 96,Unittype,bid1,bid10,bid2,bid3,bid4,bid5,bid6,bid7,bid8,bid9,m1,m10,m2,m3,m4,m5,m6,m7,m8,m9,发电占比,电厂,电量上限,电量下限,结束时段,计划单元,计划单元.1,起始时段
1165,树堡光伏厂.0.27kV.#17071等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38058,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38058,8343,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1166,树堡光伏厂.0.27kV.#17072等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38059,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38059,8344,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1167,树堡光伏厂.0.27kV.#17081等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38060,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38060,8345,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1168,树堡光伏厂.0.27kV.#17082等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38061,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38061,8346,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1169,树堡光伏厂.0.27kV.#17091等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38062,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38062,8347,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1170,树堡光伏厂.0.27kV.#17092等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38063,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38063,8348,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1171,树堡光伏厂.0.27kV.#17101等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38064,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38064,8349,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1172,树堡光伏厂.0.27kV.#17102等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38065,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38065,8350,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1173,树堡光伏厂.0.27kV.#16012等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38066,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38066,8351,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1174,树堡光伏厂.0.27kV.#16021等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38067,0,0,0,0,1,0.31,0,0,0,0.5,0.5,0.09,-0.09,1,38067,8352,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1175,树堡光伏厂.0.27kV.#16022等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38068,0,0,0,0,1,0.3,0,0,0,0.5,0.5,0.09,-0.09,1,38068,8353,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1176,树堡光伏厂.0.27kV.#16031等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38069,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38069,8354,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1177,树堡光伏厂.0.27kV.#16032等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38070,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38070,8355,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1178,树堡光伏厂.0.27kV.#16041等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38071,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38071,8356,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1179,树堡光伏厂.0.27kV.#16042等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38072,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38072,8357,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1180,树堡光伏厂.0.27kV.#16051等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38073,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38073,8358,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1181,树堡光伏厂.0.27kV.#16052等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38074,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38074,8359,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1182,树堡光伏厂.0.27kV.#16061等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38075,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38075,8360,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1183,树堡光伏厂.0.27kV.#16062等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38076,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38076,8361,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1184,树堡光伏厂.0.27kV.#16071等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38077,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38077,8362,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1185,树堡光伏厂.0.27kV.#16072等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38078,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38078,8363,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1186,树堡光伏厂.0.27kV.#16081等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38079,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38079,8364,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1187,树堡光伏厂.0.27kV.#16082等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38080,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38080,8365,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1188,树堡光伏厂.0.27kV.#16091等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38081,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38081,8366,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1189,树堡光伏厂.0.27kV.#16092等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38082,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38082,8367,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1190,树堡光伏厂.0.27kV.#16101等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38083,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38083,8368,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1191,树堡光伏厂.0.27kV.#16102等值发电机,0,0,0,0.59,110,四川.树堡光伏厂.0.nd38084,0,0,0,0,1,0,0,0,0,0.5,0.5,0.09,-0.09,1,38084,8369,-1,Unit,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1192,火烈风电厂.0.69kV.#1207机组,0,0,0,1.51,220,四川.火烈风电厂.0.nd38085,0,0,0,0,1,-0.01,-0.01,0,0,1.5,0,0.01,-0.01,1,38085,10335,-1,Unit,0.69,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1193,三峰厂.10.5kV.#1机组,0,0,0,15,35,四川.三峰厂.10.nd14546,0,0,0,0,1,9.47,4.84,10.45,0,12,0,2.5,-2.5,1,14546,10639,-1,Unit,10,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,164.22,211.89,168.14,172.41,177.03,182,187.25,192.92,198.94,205.24,5.52,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,,,,,,,,
1194,白乌光伏厂.35kV.1#SVG装置,0,0,0,13,220,四川.白乌光伏厂.35.nd38086,0,0,0,0,1,0,0,0,0,13,0,13,-13,1,38086,10646,-1,Unit,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1195,白乌光伏厂.0.315kV.#13011机组,0,0,0,0.623,220,四川.白乌光伏厂.0.nd38087,0,0,0,0,1,0.35,0,0,0,0.53,0,0.09,-0.09,1,38087,10816,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1196,白乌光伏厂.0.315kV.#13021机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38088,0,0,0,0,1,0.35,0,0,0,0.53,0,0.09,-0.09,1,38088,10817,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1197,白乌光伏厂.0.315kV.#13031机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38089,0,0,0,0,1,0.35,0,0,0,0.53,0,0.09,-0.09,1,38089,10818,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1198,白乌光伏厂.0.315kV.#13041机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38090,0,0,0,0,1,0.36,0,0,0,0.53,0,0.09,-0.09,1,38090,10819,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1199,白乌光伏厂.0.315kV.#13051机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38091,0,0,0,0,1,0.35,0,0,0,0.53,0,0.09,-0.09,1,38091,10820,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1200,白乌光伏厂.0.315kV.#13061机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38092,0,0,0,0,1,0.35,0,0,0,0.53,0,0.09,-0.09,1,38092,10821,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1201,白乌光伏厂.0.315kV.#13071机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38093,0,0,0,0,1,0.34,0,0,0,0.53,0,0.09,-0.09,1,38093,10822,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1202,白乌光伏厂.0.315kV.#13081机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38094,0,0,0,0,1,0.37,0,0,0,0.53,0,0.09,-0.09,1,38094,10823,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1203,白乌光伏厂.0.315kV.#13091机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38095,0,0,0,0,1,0.37,0,0,0,0.53,0,0.09,-0.09,1,38095,10824,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1204,白乌光伏厂.0.315kV.#13101机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38096,0,0,0,0,1,0,0,0,0,0.53,0,0.09,-0.09,1,38096,10825,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1205,白乌光伏厂.0.315kV.#14011机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38097,0,0,0,0,1,0.29,0,0,0,0.53,0,0.09,-0.09,1,38097,10826,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1206,白乌光伏厂.0.315kV.#14021机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38098,0,0,0,0,1,0.34,0,0,0,0.53,0,0.09,-0.09,1,38098,10827,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1207,白乌光伏厂.0.315kV.#14031机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38099,0,0,0,0,1,0.36,0,0,0,0.53,0,0.09,-0.09,1,38099,10828,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1208,白乌光伏厂.0.315kV.#14041机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38100,0,0,0,0,1,0.37,0,0,0,0.53,0,0.09,-0.09,1,38100,10829,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1209,白乌光伏厂.0.315kV.#14051机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38101,0,0,0,0,1,0.34,0,0,0,0.53,0,0.09,-0.09,1,38101,10830,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1210,白乌光伏厂.0.315kV.#14061机组,0,0,0,0.623,220,四川.白乌光伏厂.0.nd38102,0,0,0,0,1,0.31,0,0,0,0.53,0,0.09,-0.09,1,38102,10831,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1211,白乌光伏厂.0.315kV.#14071机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38103,0,0,0,0,1,0.34,0,0,0,0.53,0,0.09,-0.09,1,38103,10832,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1212,铜陵厂.10.5kV.#1机组,0,0,0,54,220,四川.铜陵厂.10.11132,8.444,-3.175,10.261,-5.151,0,9,-3.16,10.25,0,40.5,0,13,-18,1,14571,11132,0,Unit,10,10.5,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154255,13.5,0,96,铜陵,铜陵,1
1213,白乌光伏厂.0.315kV.#15011机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38104,0,0,0,0,1,0.29,0,0,0,0.53,0,0.09,-0.09,1,38104,10833,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
1214,白乌光伏厂.0.315kV.#15021机组,0,0,0,0.62,220,四川.白乌光伏厂.0.nd38105,0,0,0,0,1,0.29,0,0,0,0.53,0,0.09,-0.09,1,38105,10834,-1,Unit,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
